time_s,transmitter,receiver,source_mac,dest_mac,packet_name,packet_bytes
51.720075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-217",236
51.741016770,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
51.741016770,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
51.741017064,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
51.741017235,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
51.741017428,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
51.741114287,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"aodv::Rrep",56
51.750075075,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-217",236
51.750303033,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-217",236
51.750465990,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-43",136
51.750692066,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"GcsCommand-43",136
51.800074806,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-218",236
51.810074957,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-218",236
51.820075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-218",236
51.840074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-218",236
51.840266594,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-218",236
51.840485550,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-218",236
51.850075076,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-218",236
51.850231032,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-218",236
51.900074807,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-219",236
51.910074955,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-219",236
51.920075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-219",236
51.940074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-219",236
51.940311594,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-219",236
51.940494549,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-219",236
51.950075077,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-219",236
51.950294031,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-219",236
52.000074808,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-220",236
52.000273617,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-44",136
52.010074954,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-220",236
52.020075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-220",236
52.040074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-220",236
52.040266595,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-220",236
52.040494549,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-220",236
52.050075077,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-220",236
52.050231031,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-220",236
52.050483984,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-44",136
52.100074810,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-221",236
52.100300988,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-44",136
52.110074953,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-221",236
52.120075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-221",236
52.140074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-221",236
52.140248596,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-221",236
52.140530548,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-221",236
52.150075078,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-221",236
52.150257209,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-44",136
52.150429204,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"GcsCommand-44",136
52.150604055,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-221",236
52.200074811,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-222",236
52.200255621,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-44",136
52.200418812,uav1,uav6,0A-AA-00-00-00-04,0A-AA-00-00-00-09,"GcsCommand-44",136
52.200572330,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-44",136
52.210074951,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-222",236
52.220075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-222",236
52.240074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-222",236
52.240248596,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-222",236
52.240431547,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-222",236
52.250075079,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-222",236
52.250283980,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-44",136
52.250466931,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-222",236
52.250639961,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"GcsCommand-44",136
52.300074812,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-223",236
52.310074950,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-223",236
52.320075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-223",236
52.340074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-223",236
52.340230597,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-223",236
52.340422547,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-223",236
52.350075079,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-223",236
52.350285029,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-223",236
52.400074813,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-224",236
52.410074949,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-224",236
52.420075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-224",236
52.440074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-224",236
52.440311598,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-224",236
52.440530546,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-224",236
52.450075080,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-224",236
52.450294028,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-224",236
52.500074814,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-225",236
52.500228628,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-45",136
52.510074948,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-225",236
52.520075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-225",236
52.540074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-225",236
52.540239598,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-225",236
52.540404545,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-225",236
52.550075080,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-225",236
52.550258028,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-225",236
52.550411975,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-45",136
52.600074815,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-226",236
52.600255994,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-45",136
52.610074946,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-226",236
52.620075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-226",236
52.640074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-226",236
52.640230599,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-226",236
52.640422545,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-226",236
52.650075081,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-226",236
52.650311206,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-45",136
52.650438201,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"GcsCommand-45",136
52.650613052,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-226",236
52.700074816,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-227",236
52.700210633,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-45",136
52.700391819,uav1,uav6,0A-AA-00-00-00-04,0A-AA-00-00-00-09,"GcsCommand-45",136
52.700617337,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-45",136
52.710074945,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-227",236
52.720075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-227",236
52.740074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-227",236
52.740329599,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-227",236
52.740476544,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-227",236
52.750075082,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-227",236
52.750211971,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-45",136
52.750466915,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-227",236
52.750621942,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"GcsCommand-45",136
52.800074818,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-228",236
52.810074944,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-228",236
52.820075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-228",236
52.840074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-228",236
52.840257600,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-228",236
52.840485543,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-228",236
52.850075082,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-228",236
52.850303026,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-228",236
52.900074819,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-229",236
52.910074943,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-229",236
52.920075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-229",236
52.940074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-229",236
52.940266601,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-229",236
52.940503543,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-229",236
52.950075083,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-229",236
52.950321025,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-229",236
53.000074820,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-230",236
53.000282640,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-46",136
53.010074941,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-230",236
53.020075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-230",236
53.040074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-230",236
53.040221601,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-230",236
53.040413542,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-230",236
53.050075084,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-230",236
53.050238965,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-46",136
53.050403906,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-230",236
53.100074821,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-231",236
53.100292000,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-46",136
53.110074940,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-231",236
53.120075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-231",236
53.130811141,uav4,uav5,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.130811535,uav4,uav2,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.130811619,uav4,uav3,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.130811624,uav4,uav6,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.130811723,uav4,uav1,0A-AA-00-00-00-07,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.130882447,uav2,uav4,0A-AA-00-00-00-05,0A-AA-00-00-00-07,"aodv::Rrep",56
53.131043438,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"aodv::Rrep",56
53.131177439,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"aodv::Rrep",56
53.131329638,uav1,uav4,0A-AA-00-00-00-04,0A-AA-00-00-00-07,"aodv::Rrep",56
53.131480673,uav5,uav4,0A-AA-00-00-00-08,0A-AA-00-00-00-07,"aodv::Rrep",56
53.140074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-231",236
53.140248602,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-231",236
53.140503541,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-231",236
53.150075084,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-231",236
53.150294024,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-231",236
53.150466202,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-46",136
53.150629198,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"GcsCommand-46",136
53.200074822,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.200228644,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-46",136
53.200481827,uav1,uav6,0A-AA-00-00-00-04,0A-AA-00-00-00-09,"GcsCommand-46",136
53.200662345,uav6,uav5,0A-AA-00-00-00-09,0A-AA-00-00-00-08,"GcsCommand-46",136
53.210074939,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.220075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.230074913,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-232",236
53.230248852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.240074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-232",236
53.240248603,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-232",236
53.240476541,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.250075085,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-232",236
53.250348023,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-232",236
53.250492961,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-46",136
53.250701046,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"GcsCommand-46",136
53.300074823,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.310074937,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.320075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.330074915,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-233",236
53.330302852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.340074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-233",236
53.340302603,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-233",236
53.340476540,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.350075085,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-233",236
53.350276022,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-233",236
53.400074825,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.410074936,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.420075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.430074916,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-234",236
53.430320852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.440074518,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"UavTelemetry-234",236
53.440311604,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-234",236
53.440575540,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.450075086,uav6,uav2,0A-AA-00-00-00-09,0A-AA-00-00-00-05,"UavTelemetry-234",236
53.450258022,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-234",236
53.500074826,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-235",236
53.500327651,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-47",136
53.510074935,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-235",236
53.520075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-235",236
53.530074917,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-235",236
53.530293852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-235",236
53.543235786,uav5,uav4,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.543235786,uav5,uav6,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.543236080,uav5,uav3,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.543236271,uav5,uav2,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.543236422,uav5,uav1,0A-AA-00-00-00-08,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.543501304,uav4,uav5,0A-AA-00-00-00-07,0A-AA-00-00-00-08,"aodv::Rrep",56
53.543626310,uav2,uav5,0A-AA-00-00-00-05,0A-AA-00-00-00-08,"aodv::Rrep",56
53.543751619,uav1,uav5,0A-AA-00-00-00-04,0A-AA-00-00-00-08,"aodv::Rrep",56
53.543876243,uav3,uav5,0A-AA-00-00-00-06,0A-AA-00-00-00-08,"aodv::Rrep",56
53.550067304,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-47",136
53.552365225,uav6,uav5,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.552365383,uav6,uav3,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.552365708,uav6,uav4,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.552365794,uav6,uav2,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.552365887,uav6,uav1,0A-AA-00-00-00-09,FF-FF-FF-FF-FF-FF,"aodv::Rreq",60
53.552436709,uav4,uav6,0A-AA-00-00-00-07,0A-AA-00-00-00-09,"aodv::Rrep",56
53.552686744,uav5,uav6,0A-AA-00-00-00-08,0A-AA-00-00-00-09,"aodv::Rrep",56
53.600074827,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.600247006,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-47",136
53.610074934,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.620075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.630074919,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-236",236
53.630293852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.640075004,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-236",236
53.640320938,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.650075001,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"UavTelemetry-236",236
53.650285014,gateway,uav3,0A-AA-00-00-00-02,0A-AA-00-00-00-06,"GcsCommand-47",136
53.650486928,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-236",236
53.650695416,uav3,uav4,0A-AA-00-00-00-06,0A-AA-00-00-00-07,"GcsCommand-47",136
53.650861268,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-236",236
53.700074828,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.700264656,gateway,uav1,0A-AA-00-00-00-02,0A-AA-00-00-00-04,"GcsCommand-47",136
53.700526808,uav1,uav5,0A-AA-00-00-00-04,0A-AA-00-00-00-08,"GcsCommand-47",136
53.710074932,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.720075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.730074920,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-237",236
53.730221852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.740075006,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-237",236
53.740320937,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.750075001,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"UavTelemetry-237",236
53.750257921,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-237",236
53.750385785,gateway,uav2,0A-AA-00-00-00-02,0A-AA-00-00-00-05,"GcsCommand-47",136
53.750577716,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-237",236
53.750741736,uav2,uav6,0A-AA-00-00-00-05,0A-AA-00-00-00-09,"GcsCommand-47",136
53.800074829,uav1,gateway,0A-AA-00-00-00-04,0A-AA-00-00-00-02,"UavTelemetry-238",236
53.810074931,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-238",236
53.820075179,uav3,gateway,0A-AA-00-00-00-06,0A-AA-00-00-00-02,"UavTelemetry-238",236
53.830074922,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-238",236
53.830275852,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-238",236
53.840075007,uav5,uav2,0A-AA-00-00-00-08,0A-AA-00-00-00-05,"UavTelemetry-238",236
53.840338937,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-238",236
53.850075001,uav6,uav4,0A-AA-00-00-00-09,0A-AA-00-00-00-07,"UavTelemetry-238",236
53.850248922,uav4,uav2,0A-AA-00-00-00-07,0A-AA-00-00-00-05,"UavTelemetry-238",236
53.850485853,uav2,gateway,0A-AA-00-00-00-05,0A-AA-00-00-00-02,"UavTelemetry-238",236
